"cd_receita|de_Receita|de_AtualizacaoReceita|dt_MesAno|vl_LancamentoOrc|dt_ano"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012012|205705.01|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012013|462656.61|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012014|745719.19|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012015|237090.90|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012016|312145.87|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012017|681098.60|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|012018|944255.07|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|022008|335817.12|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022009|247490.46|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022010|136505.39|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022011|108819.44|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022012|184523.04|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022013|181342.60|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022014|321996.37|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022015|193223.74|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022016|259547.93|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022017|1739823.92|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|022018|900131.73|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|032008|256787.61|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032009|217285.54|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032010|350923.01|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032011|2711428.23|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032012|225155.51|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032013|495634.55|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032014|478519.09|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032015|604313.83|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032016|220003.90|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032017|775835.43|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|032018|919038.65|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|042008|320910.22|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042009|382912.69|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042010|538850.55|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042011|2096191.80|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042012|941506.89|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042013|766376.08|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042014|287545.66|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042015|278507.84|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042016|381887.70|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042017|463297.03|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|042018|1434943.49|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|052008|417959.57|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052009|238569.55|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052010|150326.13|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052011|371469.62|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052012|180917.37|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052013|570267.42|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052014|215479.46|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052015|262007.54|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052016|181066.00|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052017|822195.30|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|052018|641685.77|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|062008|123601.88|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062009|91130.03|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062010|382918.76|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062011|876548.77|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062012|1835972.98|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062013|635394.78|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062014|147787.34|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062015|271767.83|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062016|298299.44|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062017|563664.99|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|062018|833189.26|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|072008|229824.26|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072009|393096.26|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072010|1511847.76|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072011|143328.13|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072012|351535.09|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072013|808814.76|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072014|148124.36|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072015|432506.88|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072016|207182.31|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072017|1090492.66|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|072018|561432.39|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|082008|215978.50|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082009|718765.92|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082010|535485.77|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082011|2271838.53|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082012|1173339.33|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082013|1412255.10|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082014|355127.21|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082015|294122.79|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082016|281912.75|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082017|767644.85|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|082018|2510789.82|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|092008|241052.84|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092009|437923.75|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092010|144821.04|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092011|1151640.41|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092012|452989.84|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092013|348102.64|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092014|306303.95|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092015|253338.68|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092016|269467.16|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092017|1941611.94|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|092018|819897.26|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|102008|347361.46|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102009|2064283.28|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102010|144821.04|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102011|64602.69|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102012|532946.05|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102013|1916443.69|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102014|232397.15|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102015|140688.32|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102016|2306672.00|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102017|1023002.57|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|102018|1489605.04|2018"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|112008|1293370.06|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112009|340861.26|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112010|215925.77|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112011|101686.77|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112012|450949.64|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112013|108650.44|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112014|228804.10|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112015|143454.51|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112016|4331208.42|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|112017|749696.55|2017"
"019311500|Receita da Dívida Ativa do Imposto sobre Circ de Mercad e Prest de Serviços-ICMS|Lançamento de receita|122008|226738.00|2008"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122009|570348.43|2009"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122010|847310.53|2010"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122011|1563385.00|2011"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122012|516551.58|2012"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122013|636337.31|2013"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122014|694482.13|2014"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122015|448188.78|2015"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122016|3268269.50|2016"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122017|4793777.22|2017"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Lançamento de receita|122018|16392514.57|2018"
"019311500|REC. DA DIVIDA ATIVA DO ICMS|Estorno de lançamento de receita|112018|259723.20|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|012015|40683.98|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|012016|29207.92|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|012017|24139.13|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|012018|68070.31|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|022015|21427.01|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|022016|49876.89|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|022017|15961.77|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|022018|42188.51|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|032015|160087.55|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|032016|33335.92|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|032017|31057.85|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|032018|73311.21|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|042015|32420.75|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|042016|27959.55|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|042017|40587.35|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|042018|99662.34|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|052015|37517.32|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|052016|30284.03|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|052017|21541.66|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|052018|41224.03|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|062015|31390.82|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|062016|42936.95|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|062017|35184.08|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|062018|41405.07|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|072015|30936.04|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|072016|27540.57|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|072017|48093.63|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|072018|73434.47|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|082015|28858.02|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|082016|40774.67|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|082017|54720.89|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|082018|61679.67|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|092015|29533.06|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|092016|427577.60|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|092017|46658.52|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|092018|40255.01|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|102015|23408.28|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|102016|82086.92|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|102017|65349.75|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|102018|51511.06|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|112015|22938.39|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|112017|69433.68|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|112018|35007.57|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|122015|39164.19|2015"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|122016|24994.31|2016"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|122017|64415.36|2017"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Lançamento de receita|122018|30383.26|2018"
"019319901|RECEITA DA DIVIDA ATIVA DE OUT|Estorno de lançamento de receita|112016|25953.55|2016"
"019900311|Compensações Financeiras entre|Lançamento de receita|012019|7628750.04|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|012020|1738376.65|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|022019|1943843.79|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|022020|2900125.10|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|032019|1888144.92|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|032020|2043639.47|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|042019|1966918.59|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|042020|1824786.56|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|052019|1333048.40|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|052020|1934916.57|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|062019|1829899.19|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|062020|1934238.79|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|072019|6955523.19|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|072020|1890186.17|2020"
"019900311|Compensações Financeiras entre|Lançamento de receita|082019|1835576.31|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|092019|2324571.18|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|102019|1842222.14|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|112019|2884829.23|2019"
"019900311|Compensações Financeiras entre|Lançamento de receita|122019|4583024.22|2019"
"019901221|Ônus de Sucumbência|Lançamento de receita|052020|7677.86|2020"
"019901221|Ônus de Sucumbência|Lançamento de receita|062020|0.00|2020"
"019901221|Ônus de Sucumbência|Lançamento de receita|072020|0.00|2020"
"019902100|RECEITA DE SEGUROS DECORRENTE|Lançamento de receita|082015|22934.00|2015"
"019902100|RECEITA DE SEGUROS DECORRENTE|Lançamento de receita|092015|0.00|2015"
"019902100|RECEITA DE SEGUROS DECORRENTE|Lançamento de receita|102015|0.00|2015"
"019902100|RECEITA DE SEGUROS DECORRENTE|Lançamento de receita|112015|0.00|2015"
"019902100|RECEITA DE SEGUROS DECORRENTE|Lançamento de receita|122015|46778.00|2015"
"019902100|RECEITA DE SEGUROS DECORRENTE|Lançamento de receita|122016|28997.00|2016"
"019902100|RECEITA DE SEGUROS DECORRENTE|Estorno de lançamento de receita|122015|22934.00|2015"
"019909901|Correção Monetária do ICMS|Lançamento de receita|012008|331030.11|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|012009|415909.73|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|012010|793577.59|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|012011|726518.50|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|012012|1199795.84|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|022008|301590.75|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|022009|269416.06|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|022010|589805.69|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|022011|2450316.76|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|022012|1073370.90|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|032008|329629.20|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|032009|363966.53|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|032010|657530.02|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|032011|3469694.70|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|032012|1266149.09|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|042008|335014.25|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|042009|392609.26|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|042010|507762.04|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|042011|650848.84|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|042012|781264.56|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|052008|1275118.72|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|052009|331326.66|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|052010|600317.21|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|052011|939911.85|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|052012|1088129.35|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|062008|374383.70|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|062009|478383.66|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|062010|2038668.38|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|062011|799689.50|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|062012|1224940.35|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|072008|398476.14|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|072009|737016.80|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|072010|659578.80|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|072011|2725513.10|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|072012|1161152.87|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|082008|451399.69|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|082009|617994.78|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|082010|546886.88|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|082011|1439547.71|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|082012|1005947.48|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|092008|473824.93|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|092009|1542712.68|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|092010|617202.39|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|092011|925134.02|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|092012|854582.50|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|102008|456242.97|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|102009|660049.31|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|102010|617202.39|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|102011|583927.29|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|102012|1282807.77|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|112008|728651.05|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|112009|518936.88|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|112010|3580401.36|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|112011|803555.31|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|112012|1423085.83|2012"
"019909901|Correção Monetária do ICMS|Lançamento de receita|122008|467959.91|2008"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|122009|670802.74|2009"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|122010|1064954.22|2010"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|122011|1150646.54|2011"
"019909901|CORRECAO MONETARIA DO ICMS|Lançamento de receita|122012|1305490.41|2012"
"019909902|Correção Monetária do IPVA|Lançamento de receita|012008|1287.54|2008"
"019909902|Correção Monetária do IPVA|Lançamento de receita|022008|318.78|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|022011|27.68|2011"
"019909902|Correção Monetária do IPVA|Lançamento de receita|032008|1300.27|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|032011|529.18|2011"
"019909902|Correção Monetária do IPVA|Lançamento de receita|042008|803.23|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|042011|0.00|2011"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|042012|110.11|2012"
"019909902|Correção Monetária do IPVA|Lançamento de receita|052008|2240.92|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|052010|2.56|2010"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|052011|85.32|2011"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|052012|128.00|2012"
"019909902|Correção Monetária do IPVA|Lançamento de receita|062008|803.50|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|062010|0.00|2010"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|062011|0.00|2011"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|062012|1.51|2012"
"019909902|Correção Monetária do IPVA|Lançamento de receita|072008|5571.39|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|072009|2077.97|2009"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|072010|0.00|2010"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|072011|0.00|2011"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|072012|0.00|2012"
"019909902|Correção Monetária do IPVA|Lançamento de receita|082008|1310.08|2008"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|082009|0.00|2009"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|082010|0.00|2010"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|082011|0.00|2011"
"019909902|CORR. MONET. INCIDENTE OUTROS|Lançamento de receita|082012|1.86|2012"
"019909902|Correção Monetária do IPVA|Lançamento de receita|092008|2435.94|2008"
