"cd_receita|de_Receita|de_AtualizacaoReceita|dt_MesAno|vl_LancamentoOrc|dt_ano"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|012008|5219031.21|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012009|12844537.40|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012010|13834267.09|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012011|6837675.95|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012012|19334683.97|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012013|21870799.58|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012014|23527068.97|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012015|24210334.94|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012016|25419975.00|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012017|31446104.25|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|012018|27885666.14|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|022008|21225018.88|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022009|13335415.53|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022010|13658083.66|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022011|16765548.94|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022012|20872766.15|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022013|23563152.67|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022014|36660015.59|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022015|30227169.25|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022016|34021504.93|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022017|33069369.39|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|022018|33529645.40|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|032008|11552127.98|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032009|12839581.78|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032010|13479473.23|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032011|29992492.42|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032012|21576480.18|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032013|24785695.96|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032014|27836938.25|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032015|34639522.58|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032016|30662545.88|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032017|33808219.37|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|032018|36199311.46|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|042008|11841908.25|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042009|13107253.76|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042010|14054309.21|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042011|17504117.04|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042012|22694775.60|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042013|21196687.75|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042014|28217577.80|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042015|28438898.49|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042016|31276951.96|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042017|29239984.58|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|042018|31122649.58|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|052008|12615934.67|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052009|13126147.61|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052010|13616161.04|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052011|19202227.90|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052012|21733124.62|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052013|26141635.79|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052014|27039227.77|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052015|30143977.14|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052016|34824956.06|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052017|32697954.89|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|052018|32878093.84|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|062008|12984958.07|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062009|14700983.95|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062010|14699444.96|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062011|18070241.68|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062012|23213761.69|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062013|22074474.38|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062014|27397214.66|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062015|30512397.49|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062016|32108297.80|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062017|32124272.90|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|062018|34329831.91|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|072008|13899559.61|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072009|16379070.52|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072010|13762408.76|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072011|17899822.15|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072012|22260635.63|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072013|24190393.18|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072014|30598476.34|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072015|29850084.64|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072016|32259849.05|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072017|31036901.99|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|072018|33082304.23|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|082008|12563712.98|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082009|14485135.09|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082010|24177940.15|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082011|16351161.46|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082012|20819166.27|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082013|12117700.84|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082014|24896802.54|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082015|29818396.68|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082016|32693681.51|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082017|33074776.08|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|082018|36549600.13|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|092008|14167830.65|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092009|18869801.49|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092010|13556534.21|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092011|18997951.57|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092012|22683518.37|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092013|25622197.01|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092014|32113288.27|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092015|28924462.29|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092016|33735796.34|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092017|33324431.27|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|092018|33038292.64|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|102008|7832611.73|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102009|8870446.52|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102010|13556534.21|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102011|15163643.55|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102012|23771275.96|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102013|24507911.92|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102014|28253767.20|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102015|29828663.79|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102016|31295058.08|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102017|30525185.94|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|102018|31325802.73|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|112008|26491821.38|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112009|15548337.81|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112010|16845661.96|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112011|17112134.71|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112012|23895448.76|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112013|30165971.19|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112014|27626403.88|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112015|31056730.76|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112016|39630936.39|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112017|38837645.80|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|112018|41229662.61|2018"
"011120431|Imposto Retido nas Fontes s/ Rendimentos do Trabalho|Lançamento de receita|122008|14963416.22|2008"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122009|32023001.52|2009"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122010|65309052.56|2010"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122011|58096648.20|2011"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122012|45798254.60|2012"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122013|48893451.79|2013"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122014|57721175.00|2014"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122015|57551197.81|2015"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122016|53968434.82|2016"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122017|57294628.22|2017"
"011120431|IRRF S/ OS REND. DO TRABALHO|Lançamento de receita|122018|65259177.16|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|012008|16874.47|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012009|22739.08|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012010|22647.71|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012011|42523.15|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012012|51380.80|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012013|318762.87|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012014|73575.06|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012015|50267.22|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012016|2358563.81|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012017|45655.37|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|012018|56375.34|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|022008|58805.04|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022009|73459.44|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022010|30795.70|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022011|54998.02|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022012|131818.83|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022013|175617.85|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022014|533694.31|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022015|158828.93|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022016|146242.82|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022017|145425.79|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|022018|143829.82|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|032008|58598.80|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032009|44844.79|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032010|66384.62|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032011|153363.55|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032012|117495.39|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032013|335685.35|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032014|211443.92|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032015|232260.34|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032016|169644.79|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032017|265238.89|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|032018|226121.83|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|042008|51700.21|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042009|45323.49|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042010|58660.14|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042011|80926.71|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042012|125711.57|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042013|340186.37|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042014|196442.04|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042015|158888.23|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042016|207279.88|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042017|169461.30|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|042018|163957.91|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|052008|252461.84|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052009|43969.71|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052010|66768.19|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052011|123002.40|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052012|168106.96|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052013|185168.00|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052014|181046.21|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052015|183492.14|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052017|223275.83|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|052018|205086.78|2018"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062009|45520.55|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062010|60275.73|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062011|77328.31|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062012|150201.18|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062013|464562.02|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062014|215143.23|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062015|159262.13|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062016|162945.76|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062017|127957.56|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|062018|186278.85|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|072008|122110.09|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072009|294376.07|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072010|127831.75|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072011|117884.12|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072012|168899.47|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072013|203356.00|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072014|201893.89|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072015|172376.18|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072016|193766.76|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072017|205646.25|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|072018|155872.50|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|082008|53820.29|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082009|54956.78|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082010|207136.07|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082011|133881.39|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082012|142875.64|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082013|182081.54|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082014|207664.43|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082015|168501.02|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082016|206013.23|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082017|158379.77|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|082018|187740.34|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|092008|67439.71|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092009|65870.57|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092010|146358.00|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092011|80808.74|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092012|138657.50|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092013|128079.22|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092014|175393.84|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092015|127266.20|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092016|199584.37|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092017|165956.12|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|092018|173283.18|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|102008|63694.41|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102009|28914.73|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102010|146358.00|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102011|119447.97|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102012|184294.20|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102013|204896.18|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102014|213500.04|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102015|211489.07|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102016|532594.86|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102017|196824.38|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|102018|178285.69|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|112008|122024.64|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112009|112513.30|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112010|109293.71|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112011|94281.03|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112012|129299.63|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112013|234340.67|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112014|219226.03|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112015|188474.18|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112016|230350.10|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112017|136740.75|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|112018|148384.91|2018"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Lançamento de receita|122008|88349.18|2008"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122009|166870.06|2009"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122010|120362.63|2010"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122011|226623.71|2011"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122012|317930.98|2012"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122013|390043.64|2013"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122014|326028.02|2014"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122015|301695.01|2015"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122016|372592.15|2016"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122017|349856.39|2017"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Lançamento de receita|122018|341278.28|2018"
"011120434|IRRF S/ OUTROS RENDIMENTOS|Estorno de lançamento de receita|052016|1832875.29|2016"
"011120434|Imposto de Renda Retido nas Fontes sobre Outros Rendimentos|Estorno de lançamento de receita|062008|105157.57|2008"
"011120500|I P V A|Lançamento de receita|012009|4657006.39|2009"
"011120500|I P V A|Lançamento de receita|012010|5357888.59|2010"
"011120500|I P V A|Lançamento de receita|012011|4265910.38|2011"
"011120500|I P V A|Lançamento de receita|012012|12002839.51|2012"
"011120500|I P V A|Lançamento de receita|012013|11803609.72|2013"
"011120500|I P V A|Lançamento de receita|012014|16401788.59|2014"
"011120500|I P V A|Lançamento de receita|012015|18489008.86|2015"
"011120500|I P V A|Lançamento de receita|012016|22082084.95|2016"
"011120500|I P V A|Lançamento de receita|012017|23993961.47|2017"
"011120500|I P V A|Lançamento de receita|012018|29144713.68|2018"
"011120500|I P V A|Lançamento de receita|022009|7205945.91|2009"
"011120500|I P V A|Lançamento de receita|022010|8941312.18|2010"
"011120500|I P V A|Lançamento de receita|022011|12345309.65|2011"
"011120500|I P V A|Lançamento de receita|022012|10420559.21|2012"
"011120500|I P V A|Lançamento de receita|022013|18448080.65|2013"
"011120500|I P V A|Lançamento de receita|022014|12463266.31|2014"
"011120500|I P V A|Lançamento de receita|022015|19466545.18|2015"
"011120500|I P V A|Lançamento de receita|022016|24273586.02|2016"
"011120500|I P V A|Lançamento de receita|022017|19908449.88|2017"
"011120500|I P V A|Lançamento de receita|022018|22767249.74|2018"
"011120500|I P V A|Lançamento de receita|032009|15621677.24|2009"
"011120500|I P V A|Lançamento de receita|032010|17538234.37|2010"
"011120500|I P V A|Lançamento de receita|032011|17108852.15|2011"
"011120500|I P V A|Lançamento de receita|032012|12272240.24|2012"
"011120500|I P V A|Lançamento de receita|032013|17896697.29|2013"
"011120500|I P V A|Lançamento de receita|032014|23311249.05|2014"
"011120500|I P V A|Lançamento de receita|032015|20654671.11|2015"
"011120500|I P V A|Lançamento de receita|032016|30707428.85|2016"
"011120500|I P V A|Lançamento de receita|032017|32258473.04|2017"
"011120500|I P V A|Lançamento de receita|032018|33276205.54|2018"
"011120500|I P V A|Lançamento de receita|042009|13523712.51|2009"
"011120500|I P V A|Lançamento de receita|042010|14404375.02|2010"
"011120500|I P V A|Lançamento de receita|042011|10446959.89|2011"
